ID	gene	Organism	Genus	Genus__colour	Source	Source__colour	Accesion/Region	Position	start	end	Strand	Class1	Class1__colour	Class2	Class2__colour	Class3	Class3__colour	Product	Similarity	completeness	distance	TCS	TCS_gene	Pfam
BGC0001623_BAX64258.1	histidine_kinse	Streptomyces sp. MSC090213JE08	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0001623	35295..36614	35295	36614	+	NRP	#2E8B57	Polyketide	#F4A460			ishigamide	100			tcs	BGC0001623_BAX64259.1	PF00196.22
BGC0001635_AQZ69226.1	two-component_sensor_histidine_kinase	Nonomuraea sp. ATCC 55076	Nonomuraea	#663300	MIBiG	#0676BE	BGC0001635	5460..6641	5460	6641	-	NRP	#2E8B57	Polyketide	#F4A460			kistamicin A	100			orphan	
BGC0001658_OAP25799.1	Sensor_histidine_kinase_LiaS	Amycolatopsis sp. M39	Amycolatopsis	#CC0000	MIBiG	#0676BE	BGC0001658	678..1793	678	1793	-	Polyketide	#F4A460					macrotermycins	100			tcs	BGC0001658_OAP25798.1	PF00196.22
BGC0001662_AWC08651.1	putative_histidine_kinase	Kitasatospora mediocidica	Kitasatospora	#FF9900	MIBiG	#0676BE	BGC0001662	12872..14125	12872	14125	-	Polyketide	#F4A460					mediomycin A	100			tcs	BGC0001662_AWC08650.1	PF00196.22
BGC0001669_AVH76828.1	YxjM	Microbacterium arborescens	Microbacterium	#FFFFFF	MIBiG	#0676BE	BGC0001669	6464..7636	6464	7636	-	RiPP	#4169E1					microvionin	100			tcs	BGC0001669_AVH76827.1	PF00196.22
BGC0001674_SFF02653.1	Signal_transduction_histidine_kinase	Streptomyces mirabilis	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0001674	9936..11069	9936	11069	-	RiPP	#4169E1					MS-271	100			orphan	
BGC0001675_AQW35079.1	two-component_sensor_histidine_kinase	Streptomyces griseoruber	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0001675	64910..66124	64910	66124	+	Polyketide	#F4A460					murayaquinone	100			tcs	BGC0001675_AQW35078.1	PF00440.26
BGC0001686_CDE97357.1	integral_membrane_sensor_signal_transduction_histidine_kinase	Clostridium sp. CAG:567	Clostridium	#0066FF	MIBiG	#0676BE	BGC0001686	11080..12885	11080	12885	+	NRP	#2E8B57					N-octanoyl-Met-Phe-H	100			orphan	
BGC0001701_ASY03211.1	NsoK1	Blautia obeum	Blautia	#FFFFFF	MIBiG	#0676BE	BGC0001701	4500..5858	4500	5858	+	RiPP	#4169E1					nisin O	100			tcs	BGC0001701_ASY03210.1	PF00486.31
BGC0001701_ASY03217.1	NsoK2	Blautia obeum	Blautia	#FFFFFF	MIBiG	#0676BE	BGC0001701	7909..9267	7909	9267	+	RiPP	#4169E1					nisin O	100			tcs	BGC0001701_ASY03216.1	PF00486.31
BGC0001715_CUX79070.1	Nitrate/nitrite_sensor_protein_NarX	Bacillus circulans	Bacillus	#00FFCC	MIBiG	#0676BE	BGC0001715	48658..49788	48658	49788	-	NRP	#2E8B57					octapeptin C4	100			tcs	BGC0001715_CUX79069.1	PF00196.22 PF08279.15
BGC0001727_ADM69286.1	sensor_histidine_kinase	Paenibacillus polymyxa E681	Paenibacillus	#9966FF	MIBiG	#0676BE	BGC0001727	717..1787	717	1787	+	RiPP	#4169E1					paenilan	100			tcs	BGC0001727_ADM69285.1	PF00486.31
BGC0001755_AWW87432.1	hypothetical_protein	Streptomyces sp.	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0001755	102832..103914	102832	103914	-	Polyketide	#F4A460					reedsmycins	100			tcs	BGC0001755_AWW87431.1	PF00196.22
BGC0001765_AMD57702.1	hybrid_sensor_histidine_kinase/response_regulator	Agrobacterium tumefaciens	Agrobacterium	#9933FF	MIBiG	#0676BE	BGC0001765	17869..20832	17869	20832	-	Saccharide	#FF7D25					salecan	100			orphan	
BGC0001770_ANH11419.1	SceX	Streptomyces sp. SD85	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0001770	78609..79910	78609	79910	+	Polyketide	#F4A460					sceliphrolactam	100			tcs	BGC0001770_ANH11420.1	PF00196.22
BGC0001788_AOT85896.1	sensor_histidine_kinase	Streptococcus suis	Streptococcus	#FF9999	MIBiG	#0676BE	BGC0001788	461..1816	461	1816	-	RiPP	#4169E1					suicin 65	100			tcs	BGC0001788_AOT85897.1	PF00196.22 PF00486.31
BGC0001789_AOT85875.1	sensor_histidine_kinase	Streptococcus suis	Streptococcus	#FF9999	MIBiG	#0676BE	BGC0001789	2427..3791	2427	3791	+	RiPP	#4169E1					suicin 90-1330	100			tcs	BGC0001789_AOT85874.1	PF00486.31
BGC0001814_ATU31818.1	sensor_histidine_kinase	Streptomyces sp. KCB13F003	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0001814	9868..11079	9868	11079	-	NRP	#2E8B57					ulleungmycin	100			tcs	BGC0001814_ATU31817.1	PF00196.22
BGC0001848_AXO35194.1	putative_two-component_system_sensor_kinase	Micromonospora sp. B006	Micromonospora	#FFFF66	MIBiG	#0676BE	BGC0001848	21721..22833	21721	22833	-	Other	#191970					diazaquinomycin H/diazaquinomycin J	100			tcs	BGC0001848_AXO35193.1	PF00196.22
BGC0001877_TXD00043.1	HAMP_domain-containing_histidine_kinase	Streptomyces sp. ISID311	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0001877	190147..191430	190147	191430	+	Polyketide	#F4A460					cyphomycin	100			orphan	
BGC0001908_ANH11419.1	SceX	Streptomyces sp. SD85	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0001908	78609..79910	78609	79910	+	Polyketide	#F4A460					sceliphrolactam	100			tcs	BGC0001908_ANH11420.1	PF00196.22
BGC0001920_BBD82037.1	sensor_histidine_kinase	Streptomyces sp.	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0001920	11211..12344	11211	12344	+	RiPP	#4169E1					siamycin I	100			orphan	
BGC0001921_BBD82037.1	sensor_histidine_kinase	Streptomyces sp.	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0001921	844..1977	844	1977	+	Other	#191970					MS-271	100			orphan	
BGC0001932_AWC08651.1	putative_histidine_kinase	Kitasatospora mediocidica	Kitasatospora	#FF9900	MIBiG	#0676BE	BGC0001932	5979..7232	5979	7232	-	Polyketide	#F4A460					mediomiycin A	100			tcs	BGC0001932_AWC08650.1	PF00196.22
BGC0001934_AWS21273.1	two-component_sensor_histidine_kinase	Streptomyces armeniacus	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0001934	4414..5694	4414	5694	-	Polyketide	#F4A460					armeniaspirols	100			orphan	
BGC0001944_AXI91559.1	FunR6	Streptosporangium sp.	Streptosporangium	#990000	MIBiG	#0676BE	BGC0001944	153642..154853	153642	154853	-	Polyketide	#F4A460					funisamine	100			tcs	BGC0001944_AXI91558.1	PF00196.22
BGC0001961_QCE20597.1	AsmB	Streptomyces sp.	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0001961	3473..4921	3473	4921	+	NRP	#2E8B57					ashimides	100			tcs	BGC0001961_QCE20596.1	PF00486.31
BGC0001963_AZF85921.1	two-component_sensor_histidine_kinase	Catenulispora sp.	Catenulispora	#CC9900	MIBiG	#0676BE	BGC0001963	19216..20616	19216	20616	-	NRP	#2E8B57	Polyketide	#F4A460			catenulisporolides	100			tcs	BGC0001963_AZF85922.1	PF00196.22 PF00486.31
BGC0001964_AYM52840.1	sensor_protein	Cystobacterineae bacterium	Cystobacterineae	#3366CC	MIBiG	#0676BE	BGC0001964	1427..3628	1427	3628	+	Polyketide	#F4A460					alkylpyrone-407/alkylpyrone-393	100			orphan	
BGC0001968_QBC75030.1	sensor_histidine_kinase	uncultured bacterium	uncultured	#660066	MIBiG	#0676BE	BGC0001968	65164..66618	65164	66618	+	NRP	#2E8B57					cadaside A/cadaside B	100			tcs	BGC0001968_QBC75031.1	PF00196.22
BGC0001979_QDQ37908.1	two-component_sensor_histidine_kinase	Streptomyces vinaceusdrappus	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0001979	57696..58784	57696	58784	-	Polyketide	#F4A460					LL-D49194?1 (LLD)	100			tcs	BGC0001979_QDQ37907.1	PF00196.22 PF08279.15
BGC0002007_WP_091320338.1	HAMP_domain-containing_protein	Amycolatopsis tolypomycina	Amycolatopsis	#CC0000	MIBiG	#0676BE	BGC0002007	585..5258	585	5258	+	Terpene	#800080					atolypene A/atolypene B	100			orphan	
BGC0002015_WP_122215938.1	sensor_histidine_kinase	Streptomyces sp. ZS0098	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0002015	1184..2323	1184	2323	+	RiPP	#4169E1					aborycin	100			orphan	
BGC0002022_AZY92003.1	putative_two-component_system_sensor_kinase	Streptomyces armeniacus	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0002022	8112..9392	8112	9392	-	Polyketide	#F4A460					armeniaspirol A/armeniaspirol B/armeniaspirol C	100			orphan	
BGC0002025_QDA77040.1	PAS/PAC_sensor_signal_transduction_histidine_kinase	Jahnella sp. MSr9139	Jahnella	#CC6600	MIBiG	#0676BE	BGC0002025	13589..15760	13589	15760	-	NRP	#2E8B57					thaxteramide C	100			orphan	
BGC0002026_QDA77063.1	two-component_hybrid_sensor_and_regulator	Jahnella sp. MSr9139	Jahnella	#CC6600	MIBiG	#0676BE	BGC0002026	48220..50769	48220	50769	+	NRP	#2E8B57					thaxteramide A1/thaxteramide A2/thaxteramide B1/thaxteramide B2	100			orphan	
BGC0002026_QDA77064.1	multi-sensor_hybrid_histidine_kinase	Jahnella sp. MSr9139	Jahnella	#CC6600	MIBiG	#0676BE	BGC0002026	50821..52578	50821	52578	-	NRP	#2E8B57					thaxteramide A1/thaxteramide A2/thaxteramide B1/thaxteramide B2	100			orphan	
fig|1883.2475.peg.128	cds124899_127353	Streptomyces sp. KL114A	Streptomyces	#3333FF	Calakmul	#FFFF00	98.1	5631..8084	5631	8084	+	RiPP	#4169E1					lagmysin	80	complete	643	orphan	
fig|56099.17.peg.1106	cds147353_148556	Lentzea sp. cc55	Lentzea	#D60093	CuatroCienegas	#66FF66	4.2	933..2135	933	2135	-	NRP	#2E8B57	Polyketide	#F4A460	Other	#191970	fortimicin	6	complete	1775	tcs	fig|56099.17.peg.1105	PF00196.22
fig|56099.17.peg.3384	cds70296_71457	Lentzea sp. cc55	Lentzea	#D60093	CuatroCienegas	#66FF66	54.1	34598..35758	34598	35758	-	NRP	#2E8B57					indigoidine	6	complete	915	tcs	fig|56099.17.peg.3383	PF00196.22
fig|56099.17.peg.4158	cds13850_14849	Lentzea sp. cc55	Lentzea	#D60093	CuatroCienegas	#66FF66	3.1	11241..12239	11241	12239	+	NRP	#2E8B57						0	complete	735	tcs	fig|56099.17.peg.4157	PF00486.31
fig|56099.17.peg.5484	cds242210_244463	Lentzea sp. cc55	Lentzea	#D60093	CuatroCienegas	#66FF66	5.1	44044..46296	44044	46296	+	Polyketide	#F4A460	RiPP	#4169E1			LL-D49194Î±1 (LLD)	32	complete	1704	orphan	
fig|56099.17.peg.6184	cds137872_139012	Lentzea sp. cc55	Lentzea	#D60093	CuatroCienegas	#66FF66	36.1	11708..12847	11708	12847	+	NRP	#2E8B57	Polyketide	#F4A460			xantholipin	12	complete	2628	tcs	fig|56099.17.peg.6185	PF00196.22
fig|56099.17.peg.6192	cds144510_145584	Lentzea sp. cc55	Lentzea	#D60093	CuatroCienegas	#66FF66	36.1	18346..19419	18346	19419	+	NRP	#2E8B57	Polyketide	#F4A460			xantholipin	12	complete	2628	tcs	fig|56099.17.peg.6191	PF00486.31
fig|56099.17.peg.6266	cds209532_210759	Lentzea sp. cc55	Lentzea	#D60093	CuatroCienegas	#66FF66	36.1	83368..84594	83368	84594	+	NRP	#2E8B57	Polyketide	#F4A460			xantholipin	12	complete	2628	orphan	
fig|56099.17.peg.6549	cds7444_8362	Lentzea sp. cc55	Lentzea	#D60093	CuatroCienegas	#66FF66	26.1	7362..8279	7362	8279	-	Polyketide	#F4A460					pimaricin	29	complete	1419	tcs	fig|56099.17.peg.6548	PF00196.22
fig|6666666.540227.peg.2037	cds27039_28782	Nocardia sp. CC227C	Nocardia	#66FF66	CuatroCienegas	#66FF66	13.1	11375..13117	11375	13117	-	NRP	#2E8B57					coelibactin	27	complete	1576	orphan	
fig|6666666.540227.peg.614	cds652140_653871	Nocardia sp. CC227C	Nocardia	#66FF66	CuatroCienegas	#66FF66	3.4	21455..23185	21455	23185	-	Polyketide	#F4A460						0	complete	1093	orphan	
fig|6666666.540227.peg.6214	cds333267_334353	Nocardia sp. CC227C	Nocardia	#66FF66	CuatroCienegas	#66FF66	33.1	2788..3873	2788	3873	-	NRP	#2E8B57					calicheamicin	4	complete	586	orphan	
fig|6666666.540227.peg.6244	cds369576_370806	Nocardia sp. CC227C	Nocardia	#66FF66	CuatroCienegas	#66FF66	33.1	39097..40326	39097	40326	-	NRP	#2E8B57					calicheamicin	4	complete	586	tcs	fig|6666666.540227.peg.6243	PF00196.22
fig|6666666.540227.peg.6673	cds348414_352239	Nocardia sp. CC227C	Nocardia	#66FF66	CuatroCienegas	#66FF66	44.3	4683..8507	4683	8507	+	NRP	#2E8B57						0	complete	1407	orphan	
fig|6666666.540227.peg.7220	cds121820_122600	Nocardia sp. CC227C	Nocardia	#66FF66	CuatroCienegas	#66FF66	17.1	7301..8080	7301	8080	-	Other	#191970					ectoine	100	complete	866	tcs	fig|6666666.540227.peg.7221	PF00486.31
fig|6666666.540227.peg.7277	cds181587_183006	Nocardia sp. CC227C	Nocardia	#66FF66	CuatroCienegas	#66FF66	17.2	14491..15909	14491	15909	-	NRP	#2E8B57	Terpene	#800080				0	complete	1583	tcs	fig|6666666.540227.peg.7278	PF00486.31
fig|6666666.540228.peg.112	cds112732_114478	Streptomyces sp. KL110B	Streptomyces	#3333FF	Calakmul	#FFFF00	52.1	55878..57623	55878	57623	-	Polyketide	#F4A460					spore pigment	83	complete	1877	orphan	
fig|6666666.540228.peg.6094	cds102163_104710	Streptomyces sp. KL110B	Streptomyces	#3333FF	Calakmul	#FFFF00	49.1	46616..49162	46616	49162	-	NRP	#2E8B57	Polyketide	#F4A460	Terpene	#800080	auroramycin	17	complete	2393	tcs	fig|6666666.540228.peg.6093	PF00486.31
fig|6666666.540228.peg.6103	cds110906_112145	Streptomyces sp. KL110B	Streptomyces	#3333FF	Calakmul	#FFFF00	49.1	55359..56597	55359	56597	-	NRP	#2E8B57	Polyketide	#F4A460	Terpene	#800080	auroramycin	17	complete	2393	tcs	fig|6666666.540228.peg.6104	PF00486.31
fig|6666666.540228.peg.62	cds65232_66852	Streptomyces sp. KL110B	Streptomyces	#3333FF	Calakmul	#FFFF00	52.1	8378..9997	8378	9997	+	Polyketide	#F4A460					spore pigment	83	complete	1877	orphan	
fig|6666666.540613.peg.1093	cds54757_55996	Nocardia sp. CC213A	Nocardia	#66FF66	CuatroCienegas	#66FF66	14.1	12877..14115	12877	14115	+	NRP	#2E8B57					calicheamicin	4	complete	565	tcs	fig|6666666.540613.peg.1094	PF00196.22
fig|6666666.540613.peg.1313	cds15566_16763	Nocardia sp. CC213A	Nocardia	#66FF66	CuatroCienegas	#66FF66	21.1	15178..16374	15178	16374	+	NRP	#2E8B57	RiPP	#4169E1			isorenieratene	18	complete	1210	tcs	fig|6666666.540613.peg.1314	PF00196.22
fig|6666666.540613.peg.290	cds311195_315023	Nocardia sp. CC213A	Nocardia	#66FF66	CuatroCienegas	#66FF66	30.2	24681..28508	24681	28508	-	NRP	#2E8B57						0	complete	765	orphan	
fig|6666666.540613.peg.3215	cds477382_478549	Nocardia sp. CC213A	Nocardia	#66FF66	CuatroCienegas	#66FF66	15.2	43165..44331	43165	44331	-	NRP	#2E8B57					heterobactin A / heterobactin S2	72	complete	834	tcs	fig|6666666.540613.peg.3214	PF00196.22
fig|6666666.540613.peg.3460	cds96540_98271	Nocardia sp. CC213A	Nocardia	#66FF66	CuatroCienegas	#66FF66	38.1	31430..33160	31430	33160	+	Polyketide	#F4A460						0	complete	928	orphan	
fig|6666666.540613.peg.546	cds555526_557275	Nocardia sp. CC213A	Nocardia	#66FF66	CuatroCienegas	#66FF66	30.4	16973..18721	16973	18721	+	Terpene	#800080					SF2575	4	complete	707	orphan	
fig|6666666.540615.peg.1305	cds147381_149112	Nocardia sp. CC216A	Nocardia	#66FF66	CuatroCienegas	#66FF66	3.1	21460..23190	21460	23190	-	Polyketide	#F4A460						0	complete	928	orphan	
fig|6666666.540615.peg.1569	cds218465_219662	Nocardia sp. CC216A	Nocardia	#66FF66	CuatroCienegas	#66FF66	15.1	75633..76829	75633	76829	-	NRP	#2E8B57	RiPP	#4169E1			isorenieratene	18	complete	1210	tcs	fig|6666666.540615.peg.1568	PF00196.22
fig|6666666.540615.peg.2900	cds477382_478549	Nocardia sp. CC216A	Nocardia	#66FF66	CuatroCienegas	#66FF66	50.2	43165..44331	43165	44331	-	NRP	#2E8B57					heterobactin A / heterobactin S2	72	complete	834	tcs	fig|6666666.540615.peg.2899	PF00196.22
fig|6666666.540615.peg.4464	cds311195_315023	Nocardia sp. CC216A	Nocardia	#66FF66	CuatroCienegas	#66FF66	24.2	24681..28508	24681	28508	-	NRP	#2E8B57						0	complete	765	orphan	
fig|6666666.540615.peg.4719	cds555526_557275	Nocardia sp. CC216A	Nocardia	#66FF66	CuatroCienegas	#66FF66	24.4	16973..18721	16973	18721	+	Terpene	#800080					SF2575	4	complete	707	orphan	
fig|6666666.540615.peg.829	cds207918_209157	Nocardia sp. CC216A	Nocardia	#66FF66	CuatroCienegas	#66FF66	19.1	39512..40750	39512	40750	-	NRP	#2E8B57					calicheamicin	4	complete	565	tcs	fig|6666666.540615.peg.828	PF00196.22
fig|6666666.540615.peg.894	cds5454_6234	Nocardia sp. CC216A	Nocardia	#66FF66	CuatroCienegas	#66FF66	16.1	2315..3094	2315	3094	+	Other	#191970					ectoine	100	complete	765	tcs	fig|6666666.540615.peg.893	PF00486.31
fig|6666666.540754.peg.3135	cds436763_437858	Streptomyces sp. CC224E	Streptomyces	#3333FF	CuatroCienegas	#66FF66	34.2	9022..10116	9022	10116	-	NRP	#2E8B57	Other	#191970			scleric acid	29	complete	2006	tcs	fig|6666666.540754.peg.3134	PF00196.22
fig|6666666.563200.peg.2791	cds45689_46796	Streptomyces sp. CC216B	Streptomyces	#3333FF	CuatroCienegas	#66FF66	70.1	9771..10877	9771	10877	+	NRP	#2E8B57					coelichelin	81	complete	766	tcs	fig|6666666.563200.peg.2790	PF00486.31
fig|6666666.563200.peg.6170	cds26829_28488	Streptomyces sp. CC216B	Streptomyces	#3333FF	CuatroCienegas	#66FF66	1.1	20911..22569	20911	22569	+	RiPP	#4169E1					carbapenem MM4550	6	complete	683	tcs	fig|6666666.563200.peg.6169	PF00486.31
fig|6666666.563202.peg.7354	cds88382_90503	Streptomyces sp. CC224B	Streptomyces	#3333FF	CuatroCienegas	#66FF66	157.1	41949..44069	41949	44069	-	NRP	#2E8B57	Terpene	#800080			oxalomycin B	9	complete	1498	tcs	fig|6666666.563202.peg.7353	PF00196.22
fig|6666666.582834.peg.2416	cds79513_80596	Streptomyces sp. CC213Dhyb	Streptomyces	#3333FF	CuatroCienegas	#66FF66	37.1	50966..52048	50966	52048	-	NRP	#2E8B57					sarpeptin A / sarpeptin B	66	complete	893	orphan	
fig|6666666.590939.peg.7201	cds47671_48898	Streptomyces rochei CC48	Streptomyces	#3333FF	CuatroCienegas	#66FF66	76.1	15562..16788	15562	16788	-	RiPP	#4169E1					catenulipeptin	60	complete	597	orphan	
fig|6666666.590940.peg.3184	cds379146_380271	Streptomyces rochei CC36	Streptomyces	#3333FF	CuatroCienegas	#66FF66	2.2	2218..3342	2218	3342	-	Polyketide	#F4A460					spore pigment	66	complete	835	tcs	fig|6666666.590940.peg.3185	PF00486.31
fig|6666666.590940.peg.3205	cds400812_402057	Streptomyces rochei CC36	Streptomyces	#3333FF	CuatroCienegas	#66FF66	2.2	23884..25128	23884	25128	-	Polyketide	#F4A460					spore pigment	66	complete	835	orphan	
fig|6666666.590940.peg.326	cds313956_315129	Streptomyces rochei CC36	Streptomyces	#3333FF	CuatroCienegas	#66FF66	8.2	40474..41646	40474	41646	+	RiPP	#4169E1						0	complete	1458	orphan	
fig|6666666.590940.peg.384	cds374129_375356	Streptomyces rochei CC36	Streptomyces	#3333FF	CuatroCienegas	#66FF66	8.3	5817..7043	5817	7043	+	RiPP	#4169E1					catenulipeptin	60	complete	598	orphan	
fig|6666666.590942.peg.3043	cds111115_112819	Actinokineospora sp.	Actinokineospora	#FFFFFF			132.1	20622..22325	20622	22325	+	Polyketide	#F4A460					JBIR-76 / JBIR-77	56	complete	1801	orphan	
fig|6666666.590942.peg.6040	cds5913_7491	Actinokineospora sp.	Actinokineospora	#FFFFFF			42.1	5681..7258	5681	7258	+	Polyketide	#F4A460					alkyl-O-dihydrogeranyl-methoxyhydroquinones	42	complete	1647	orphan	
fig|6666666.590942.peg.6048	cds14487_15507	Actinokineospora sp.	Actinokineospora	#FFFFFF			42.1	14255..15274	14255	15274	-	Polyketide	#F4A460					alkyl-O-dihydrogeranyl-methoxyhydroquinones	42	complete	1647	tcs	fig|6666666.590942.peg.6049	PF00486.31
fig|6666666.737673.peg.4848	cds183942_186396	Streptomyces lydicus KL114A	Streptomyces	#3333FF	Calakmul	#FFFF00	62.2	14650..17103	14650	17103	-	RiPP	#4169E1					lagmysin	80	complete	643	orphan	
fig|6666666.737887.peg.1938	cds76034_78107	Streptomyces sp CC208A	Streptomyces	#3333FF	CuatroCienegas	#66FF66	25.1	45769..47841	45769	47841	-	Polyketide	#F4A460	RiPP	#4169E1			lomaiviticin A / lomaiviticin C / lomaiviticin D / lomaiviticin E	56	complete	1152	tcs	fig|6666666.737887.peg.1937	PF00196.22
fig|6666666.737887.peg.2210	cds44015_45173	Streptomyces sp CC208A	Streptomyces	#3333FF	CuatroCienegas	#66FF66	2.1	16890..18047	16890	18047	+	NRP	#2E8B57					surugamide A / surugamide D	14	complete	1141	tcs	fig|6666666.737887.peg.2211	PF00196.22
fig|6666666.737887.peg.2394	cds243366_244668	Streptomyces sp CC208A	Streptomyces	#3333FF	CuatroCienegas	#66FF66	2.2	18083..19384	18083	19384	+	NRP	#2E8B57					ulleungmycin	8	complete	1277	tcs	fig|6666666.737887.peg.2395	PF00196.22
fig|6666666.737888.peg.1921	cds55897_57157	Streptomyces sp. CC219B	Streptomyces	#3333FF	CuatroCienegas	#66FF66	95.1	46334..47593	46334	47593	-	Polyketide	#F4A460	RiPP	#4169E1	Other	#191970	4-hexadecanoyl-3-hydroxy-2-(hydroxymethyl)-2H-furan-5-one	63	complete	1311	orphan	
fig|6666666.737888.peg.3989	cds56679_58113	Streptomyces sp. CC219B	Streptomyces	#3333FF	CuatroCienegas	#66FF66	11.1	1..1434	1	1434	-	NRP	#2E8B57					thiocoraline	21	complete	1687	tcs	fig|6666666.737888.peg.3990	PF00486.31
fig|6666666.737888.peg.5803	cds32302_33790	Streptomyces sp. CC219B	Streptomyces	#3333FF	CuatroCienegas	#66FF66	28.1	19338..20825	19338	20825	+	RiPP	#4169E1						0	complete	1238	tcs	fig|6666666.737888.peg.5802	PF00486.31
fig|6666666.737888.peg.7518	cds59580_60813	Streptomyces sp. CC219B	Streptomyces	#3333FF	CuatroCienegas	#66FF66	90.1	34899..36131	34899	36131	-	NRP	#2E8B57					zorbamycin	4	complete	1047	tcs	fig|6666666.737888.peg.7517	PF00196.22
fig|6666666.737891.peg.7890	cds56949_58224	Streptomyces sp. KL109B	Streptomyces	#3333FF	Calakmul	#FFFF00	10.1	41957..43231	41957	43231	+	Polyketide	#F4A460						0	complete	1452	tcs	fig|6666666.737891.peg.7891	PF00196.22
fig|6666666.737891.peg.866	cds879679_880774	Streptomyces sp. KL109B	Streptomyces	#3333FF	Calakmul	#FFFF00	28.3	9022..10116	9022	10116	-	NRP	#2E8B57	Other	#191970			scleric acid	29	complete	2006	tcs	fig|6666666.737891.peg.865	PF00196.22
fig|6666666.737892.peg.3863	cds57377_58541	Streptomyces sp. KL115B	Streptomyces	#3333FF	Calakmul	#FFFF00	42.1	3778..4941	3778	4941	+	RiPP	#4169E1					chalcomycin A	9	complete	610	tcs	fig|6666666.737892.peg.3862	PF00196.22
fig|6666666.737892.peg.3878	cds75003_76314	Streptomyces sp. KL115B	Streptomyces	#3333FF	Calakmul	#FFFF00	42.1	21404..22714	21404	22714	+	RiPP	#4169E1					chalcomycin A	9	complete	610	tcs	fig|6666666.737892.peg.3877	PF00486.31
fig|6666666.737892.peg.4187	cds26370_28029	Streptomyces sp. KL115B	Streptomyces	#3333FF	Calakmul	#FFFF00	59.1	20911..22569	20911	22569	+	RiPP	#4169E1					carbapenem MM4550	6	complete	683	tcs	fig|6666666.737892.peg.4186	PF00486.31
fig|6666666.737892.peg.6361	cds272023_273193	Streptomyces sp. KL115B	Streptomyces	#3333FF	Calakmul	#FFFF00	76.2	51232..52401	51232	52401	-	Polyketide	#F4A460	Saccharide	#CC3300			chromomycin A3	100	complete	1742	orphan	
fig|6666666.737892.peg.7468	cds164842_165949	Streptomyces sp. KL115B	Streptomyces	#3333FF	Calakmul	#FFFF00	4.3	40137..41243	40137	41243	-	NRP	#2E8B57					coelichelin	81	complete	766	tcs	fig|6666666.737892.peg.7469	PF00486.31
fig|6666666.737892.peg.866	cds273733_274924	Streptomyces sp. KL115B	Streptomyces	#3333FF	Calakmul	#FFFF00	46.1	69229..70419	69229	70419	-	NRP	#2E8B57					sarpeptin A / sarpeptin B	83	complete	1310	tcs	fig|6666666.737892.peg.865	PF00196.22 PF08279.15
fig|6666666.737893.peg.4367	cds33759_35169	Streptomyces sp. KL118A	Streptomyces	#3333FF	Calakmul	#FFFF00	48.1	14821..16230	14821	16230	-	NRP	#2E8B57					sanglifehrin A	4	complete	859	tcs	fig|6666666.737893.peg.4368	PF00486.31
fig|6666666.867958.peg.1682	cds1749269_1750721	Rhodococcus_HCA8f sp.	Rhodococcus	#00CC00	Chile	#FF6600	2.5	9577..11028	9577	11028	-	NRP	#2E8B57					erythrochelin	57	complete	620	tcs	fig|6666666.867958.peg.1683	PF00486.31
fig|6666666.867958.peg.2509	cds2635059_2636262	Rhodococcus_HCA8f sp.	Rhodococcus	#00CC00	Chile	#FF6600	2.9	24150..25352	24150	25352	+	RiPP	#4169E1					diisonitrile antibiotic SF2768	11	complete	881	tcs	fig|6666666.867958.peg.2510	PF00196.22
fig|6666666.867958.peg.5537	cds5799878_5801006	Rhodococcus_HCA8f sp.	Rhodococcus	#00CC00	Chile	#FF6600	2.18	6899..8026	6899	8026	+	NRP	#2E8B57	RiPP	#4169E1			coelichelin	27	complete	114	tcs	fig|6666666.867958.peg.5538	PF00196.22
fig|6666666.867960.peg.1005	cds2295_3501	Streptomyces_G11C sp.	Streptomyces	#3333FF	Chile	#FF6600	75.1	1552..2757	1552	2757	+	NRP	#2E8B57	Terpene	#800080			valinomycin / montanastatin	13	complete	769	tcs	fig|6666666.867960.peg.1006	PF00196.22 PF08279.15
fig|6666666.867961.peg.285	cds262037_266201	Streptomyces_H-KF8 sp.	Streptomyces	#3333FF	Chile	#FF6600	2.3	4425..8588	4425	8588	-	NRP	#2E8B57					stenothricin	13	complete	849	orphan	
fig|6666666.867961.peg.491	cds168451_169552	Streptomyces_H-KF8 sp.	Streptomyces	#3333FF	Chile	#FF6600	4.2	5946..7046	5946	7046	-	NRP	#2E8B57					streptolydigin	13	complete	877	tcs	fig|6666666.867961.peg.492	PF00196.22
fig|6666666.867962.peg.1520	cds145973_148358	Streptomyces_VB1 sp.	Streptomyces	#3333FF	Chile	#FF6600	7.1	15346..17730	15346	17730	-	RiPP	#4169E1					keywimysin	100	complete	372	orphan	
